,Title,Year,Decade,House,Category,Flesch_Kincaid_score,flesch_score,dale_chall_score,spache_score,ari_score,coleman_liau_score,smog_score,linsear_write_score,Flesch_Kincaid_gl,flesch_gl,dale_chall_gl,spache_gl,ari_gl,coleman_liau_gl,smog_gl,linsear_write_gl
105,Lady and the Tramp,1955,1950,Disney,Animation,0.2959117854339163,0.6067802057875298,0.10786070736816833,0.15450994991024025,0.4420525655375711,0.7760736445424724,0.3350827161942682,0.16050713562290214,1,5,10,4,0,2,6,2
106,Sleeping Beauty,1959,1950,Disney,Animation,0.31743724249916483,0.5969222243296746,0.07404555848958572,0.13940486028721788,0.4792451623805888,0.8100784520610331,0.3603732122362998,0.1903139149558884,2,5,8,4,0,3,6,2
107,Cinderella,1950,1950,Disney,Animation,0.3458301008092223,0.5123305315799107,0.08850491764345436,0.10185233493803003,0.47036183492690453,0.7963388979566903,0.42358546169662414,0.16780988747265274,2,6,8,4,0,2,7,2
108,Peter Pan,1953,1950,Disney,Animation,0.262602486408128,0.6542917958115937,0.14322913984909302,0.1648766047204907,0.4117285416788362,0.7481113303837922,0.23677036963136988,0.13954015555225602,1,5,10,4,0,1,5,2
109,Treasure Planet,2002,2000,Disney,Animation,0.72214057873727,0.20766391109152238,0.12368737239139882,0.314744472230028,0.792811073265342,0.9415280434181024,0.801658640531624,0.5841811671791072,6,7,10,5,6,7,9,8
110,Dinosaur,2000,2000,Disney,Animation,0.2298511722568759,0.7031762274951796,0.046863632252769016,0.06508112582982084,0.4018338412050081,0.7345624047934232,0.2621712865090796,0.13053581337097936,1,5,8,4,0,0,6,2
111,Chicken Little,2005,2000,Disney,Animation,0.28250324149739253,0.6303422414736191,0.0864187915994159,0.09611300094494812,0.4367632274996194,0.7717324417063802,0.3026132576359907,0.15644884443804788,1,5,8,4,0,2,6,2
112,Ratatouille,2007,2000,Disney,Animation,0.3234639670942837,0.5654715444388541,0.09573138419258831,0.09468876791287384,0.4494210852639681,0.7843474562609337,0.4096436292408503,0.17688469854528993,2,5,10,4,0,2,7,2
113,Recess Schools Out,2001,2000,Disney,Animation,0.38875269038148796,0.48659311669295136,0.1387087917620622,0.19421412001643212,0.521214386789964,0.8425051883038172,0.46271700737126353,0.22145818354117228,3,6,10,5,2,4,7,3
114,Cars,2006,2000,Disney,Animation,0.2678667191665832,0.6535940241078322,0.12320927353694977,0.14905326063296986,0.4280573247917574,0.7639209048114739,0.3109431354611081,0.15359061728922543,1,5,10,4,0,1,6,2
115,The Jungle Book 2,2003,2000,Disney,Animation,0.26942643746121475,0.6470599143833917,0.11959901513581084,0.1307461588150144,0.42312589270687273,0.7588668471200627,0.2701429316929146,0.14694472380474338,1,5,10,4,0,1,6,2
116,Lilo And Stitch,2002,2000,Disney,Animation,0.3188589841647572,0.5506309625292207,0.10353489902083213,0.09753990679756541,0.4381645954861814,0.7679437438812986,0.3676838463746174,0.151245705819184,2,5,10,4,0,1,6,2
117,Monsters Inc,2001,2000,Disney,Animation,0.25735270865369947,0.6723247381756225,0.16242082040063988,0.1812628841559003,0.391510257858105,0.7366842507144202,0.3110371522644524,0.15288420837488428,1,5,10,4,0,1,6,2
118,Meet the Robinsons,2007,2000,Disney,Animation,0.33287177752900804,0.5689712824842479,0.10357036592612501,0.12663500005158346,0.46420970662331756,0.7990794967775988,0.39123327260265006,0.19404264636075336,2,5,10,4,0,2,7,2
119,The Emperors New Groove,2000,2000,Disney,Animation,0.24591152789854476,0.6913340266475725,0.09908911671790877,0.09815994179312293,0.4024142423031066,0.7438528474815718,0.2676106780206212,0.14732316992380617,1,5,10,4,0,1,6,2
120,Finding Nemo,2003,2000,Disney,Animation,0.21124435745037737,0.7158906121381308,0.10432292729538428,0.10530950515038073,0.3699862683411052,0.6947504421726336,0.2215122230971155,0.10776465102841112,0,5,10,4,0,-1,5,1
121,WALL-E,2008,2000,Disney,Animation,0.3296021596537071,0.5081355385186095,0.13181070359949876,0.19626794330063158,0.46002751884727733,0.7709321293031486,0.34112608562775826,0.12815182979786316,2,6,10,5,0,2,6,2
122,Brother Bear,2003,2000,Disney,Animation,0.2644048631800744,0.6719247413576461,0.06861908949478235,0.08166794938021005,0.41167085438659706,0.7556853988713923,0.26799161683871375,0.16094559296324354,1,5,8,4,0,1,6,2
123,Return to Never Land,2002,2000,Disney,Animation,0.2037957890796805,0.7594511808573627,0.12044400159413327,0.11325443221922515,0.37962817893485434,0.7225279728998961,0.20439566367815842,0.13375770923897745,0,9,10,4,0,0,5,2
124,The Wild,2006,2000,Disney,Animation,0.23807797852276635,0.6851613469329396,0.11516509902409267,0.12232275640984569,0.41299070502353713,0.7411064507926385,0.26057545107093794,0.12791380691183651,1,5,10,4,0,1,6,2
125,Atlantis-The Lost Empire,2001,2000,Disney,Animation,0.3268757849394607,0.5818360057539369,0.148748493453842,0.19122029810139918,0.47571541286047836,0.8077605259072399,0.39975591447534453,0.19651566455527186,2,5,10,5,0,3,7,2
126,Home on the Range,2004,2000,Disney,Animation,0.3275010238508066,0.6425082498838957,0.2740521444217553,0.35617821588221665,0.41438836510782384,0.7611814829941435,0.35121694462737096,0.2480035534097423,2,5,13,5,0,1,6,3
127,Valiant,2005,2000,Disney,Animation,0.30113336691622006,0.5855403685725693,0.08435129937236496,0.12533670284642706,0.4559978838491715,0.7819790351815559,0.33838696218086495,0.1502857709166296,2,5,8,4,0,2,6,2
128,Bolt,2008,2000,Disney,Animation,0.28056410151884026,0.6421697848302172,0.09441070192718226,0.09970834726749078,0.43343108378504475,0.7717915165993189,0.33371624431987557,0.16667372250686205,1,5,10,4,0,2,6,2
129,The Incredibles,2004,2000,Disney,Animation,0.3424998153987868,0.5046960249980672,0.11408360748359725,0.13328216630237633,0.46187095405736495,0.7844670449664012,0.4014407098303624,0.15282103125732638,2,6,10,4,0,2,7,2
130,Piglets Big Movie,2003,2000,Disney,Animation,0.322135559328794,0.6346099929371087,0.16494366069301902,0.19740012269072615,0.42108534937197295,0.767936088745741,0.3556412499611812,0.23215167657324504,2,5,10,5,0,1,6,3
131,The Princess And The Frog,2009,2000,Disney,Animation,0.3564988267080378,0.5677615586837956,0.10864605259766347,0.14103421156733598,0.48707479698915995,0.8167941575749554,0.36792721605440737,0.23054985696091096,2,5,10,4,0,3,6,3
132,The Tigger Movie,2000,2000,Disney,Animation,0.3882776674897025,0.5068667155442625,0.26603561152715605,0.29499252725775726,0.4649738980085905,0.8006188300765291,0.44976044676805205,0.2376039019286308,3,6,13,5,0,2,7,3
133,Up,2009,2000,Disney,Animation,0.25584084487903913,0.6617274448194173,0.0995421845989577,0.10327033778515693,0.4134724094989507,0.7469046407731528,0.32382096943828775,0.14178748173570155,1,5,10,4,0,1,6,2
134,A Christmas Carol,2009,2000,Disney,Animation,0.30239918885721473,0.6078497195930495,0.05611752056895425,0.08520543604731812,0.45156860516990194,0.7867185478169798,0.34148882713828,0.17304502843613442,2,5,8,4,0,2,6,2
135,Tangled,2010,2010,Disney,Animation,0.3208708146215425,0.6073621294646063,0.049144747132558675,0.0696244789241608,0.47749652649617824,0.8101332633557745,0.36576184113163424,0.20616140540064182,2,5,8,4,0,3,6,3
136,Winnie the Pooh,2011,2010,Disney,Animation,0.3511919444619094,0.5802233957828404,0.20900829878013283,0.24012463362533287,0.4348296537998889,0.7781015249495173,0.38592105367482177,0.2347385797935773,2,5,12,5,0,2,6,3
137,Inside Out,2015,2010,Disney,Animation,0.5437573923152996,0.39168507673341946,0.09165756719385254,0.19279789797533387,0.6452403502895774,0.8916033745788806,0.655102687261077,0.42415182197510765,4,6,10,5,4,5,8,6
138,Toy Story 4,2019,2010,Disney,Animation,0.21147808885872754,0.723369895263847,0.133108962086804,0.13144378386817634,0.3562875810490699,0.6914154737811571,0.23581831488990945,0.11594993021775124,0,5,10,4,0,-1,5,1
139,The Good Dinosaur,2015,2010,Disney,Animation,0.1868682166406419,0.7627044397707752,0.09754876247401711,0.08396854119215391,0.3771516946631227,0.701459889295476,0.18578146698390774,0.10695909387080517,0,9,10,4,0,-1,5,1
140,Zootopia,2016,2010,Disney,Animation,0.3358160807021865,0.5458030271922132,0.16032079018788692,0.19570016996337247,0.4424097636564959,0.7799617812048248,0.4187804464591459,0.1808465084599878,2,5,10,5,0,2,7,2
141,Ralph Breaks The Internet,2018,2010,Disney,Animation,0.29829509927311704,0.617243538574086,0.15909266337465078,0.1819081366750297,0.4425759024694591,0.780484858096493,0.3354273007506735,0.17410571615959256,1,5,10,4,0,2,6,2
142,Frankenweenie,2012,2010,Disney,Animation,0.2803816578442577,0.6157551288783907,0.10377237290734731,0.08863302844540422,0.44308743114634036,0.7685170407456434,0.3067166869075778,0.13991382225813404,1,5,10,4,0,1,6,2
143,Arjun The Warrior Prince,2012,2010,Disney,Animation,0.412420863433942,0.5012782205026354,0.15398680499045236,0.22574832169385128,0.5772361541570628,0.8787916537457138,0.5140525816104025,0.2812874908752221,3,6,10,5,3,5,7,4
144,Moana,2016,2010,Disney,Animation,0.34709824731120864,0.603374113993854,0.08287678984946167,0.15463169343038108,0.48984348299508707,0.8171460364906423,0.37196225062976374,0.24750324319426617,2,5,8,4,0,3,6,3
145,Wreck it Ralph,2012,2010,Disney,Animation,0.27259100404138503,0.642690547328316,0.0978181256865811,0.12134985922045394,0.4175671714484665,0.7553704143072597,0.294661895999597,0.15027276386068586,1,5,10,4,0,1,6,2
146,Finding Dory,2016,2010,Disney,Animation,0.24623748103138904,0.6533130379369987,0.11521642443487523,0.085128667150559,0.37264420456355885,0.6988493696172567,0.28887562750631524,0.11490240826197472,1,5,10,4,0,-1,6,1
147,Frozen 2,2019,2010,Disney,Animation,0.34553869632491374,0.6415173771588325,0.2819597302895589,0.3547470076773369,0.386149784250891,0.7349280095136851,0.38142022356021865,0.28057687037243784,2,5,13,5,0,0,6,4
148,Toy Story 3,2010,2010,Disney,Animation,0.2509411830689755,0.6526924725366294,0.10415688138568813,0.1417561573509114,0.41038812202658853,0.7332730453564527,0.2759229259713393,0.12125935547720663,1,5,10,4,0,0,6,1
149,Monsters University,2013,2010,Disney,Animation,0.3022366910582248,0.5840810820220166,0.0896555964044573,0.10658396872625586,0.46106079302547437,0.7859641002571436,0.35249267356431857,0.15214261534702186,2,5,8,4,0,2,6,2
150,Incredibles 2,2018,2010,Disney,Animation,0.36525833694457244,0.48402096902983605,0.11161056497524213,0.1304357258575115,0.48890427456356234,0.8124210766129604,0.4250242422527363,0.17503282900877312,2,6,10,4,0,3,7,2
151,Frozen,2013,2010,Disney,Animation,0.25169201295442745,0.7028432984477742,0.2143509520005702,0.22693468156895946,0.33078879394454463,0.6978818563627598,0.294608562235692,0.1697371875304881,1,5,12,5,0,-1,6,2
152,Cars 2,2011,2010,Disney,Animation,0.36216992989964925,0.48530271219812615,0.1361708956436557,0.15645213139816683,0.4949642095641092,0.8155618238841369,0.414055449509248,0.16977221577058205,2,6,10,4,0,3,7,2
153,Mars Needs Moms,2011,2010,Disney,Animation,0.23399401674324596,0.6972168245990167,0.136144404195765,0.1268218898662442,0.39526866759281365,0.7307333751291251,0.2720337040542675,0.13286664845482915,1,5,10,4,0,0,6,2
154,Big Hero 6,2014,2010,Disney,Animation,0.33507409060723226,0.5067294235801079,0.1649518872864696,0.1578982280011526,0.4538588241729327,0.7722236917956394,0.4159183738539186,0.14366902774239518,2,6,10,4,0,2,7,2
155,Coco,2017,2010,Disney,Animation,0.34090886089873995,0.5447009931476314,0.19322668466310178,0.20708578690455504,0.4068063265603885,0.755394756494045,0.4251292866564872,0.1891572976228527,2,5,12,5,0,1,7,2
156,Brave,2012,2010,Disney,Animation,0.23626614075939323,0.7204640874377328,0.17729148353877766,0.19754076880120175,0.37355807197901514,0.7265224157379979,0.3032245624675006,0.16042154405978837,1,5,12,5,0,0,6,2
157,Planes,2013,2010,Disney,Animation,0.2778497116311347,0.6433383051464463,0.13249368491584113,0.14805069147549565,0.4575966672849656,0.7884898481176769,0.3358271198279916,0.1633398921722029,1,5,10,4,0,2,6,2
158,Cars 3,2017,2010,Disney,Animation,0.27473888386317336,0.6478438040005527,0.1340385676607423,0.15854907077554237,0.4270915296275206,0.7656111932630016,0.289060111984775,0.1581435856207213,1,5,10,4,0,1,6,2
159,Planes Fire and Rescue,2014,2010,Disney,Animation,0.32449270220273924,0.5490263563154287,0.13494373107015278,0.1845015496618605,0.4721212112474787,0.7966013561837098,0.3678064391059529,0.1593249492543439,2,5,10,4,0,2,6,2
160,Make Mine Music,1946,1940,Disney,Animation,0.28416229595223996,0.6343525496444249,0.09098097518460602,0.09036159093081497,0.4142493102462613,0.75733502293001,0.3601300417383627,0.16811716438727323,1,5,10,4,0,1,6,2
161,The Adventures of Ichabod and Mr Toad,1949,1940,Disney,Animation,0.5165665963206166,0.32291224239745553,0.12587928739894727,0.24714409491981915,0.6192738489215993,0.9070147099367535,0.6335540095753971,0.3120562657933735,4,6,10,5,3,6,8,4
162,Dumbo,1941,1940,Disney,Animation,0.269169239754347,0.627924503762193,0.10948362196412031,0.09795998594296518,0.4248335482384025,0.7501315112399375,0.3163785652189789,0.13287115241399164,1,5,10,4,0,1,6,2
163,Bambi,1942,1940,Disney,Animation,0.28409561078861933,0.6021457887688859,0.03518224677650594,0.08759130460915954,0.4477697280058234,0.7682164005917703,0.23406169654185893,0.12818484076034625,1,5,8,4,0,1,5,2
164,Pinocchio,1940,1940,Disney,Animation,0.2634777663693605,0.6812321115197815,0.2909439827962388,0.3269936933223888,0.33257859839881665,0.6992597798159881,0.33095608302321733,0.17312063347735157,1,5,13,5,0,-1,6,2
165,Winnie the Pooh,1977,1970,Disney,Animation,0.34347500210451953,0.5758815170168354,0.13356187617526205,0.15689815837091325,0.4806162775438991,0.8126059580948433,0.37057312390657415,0.2161814070230373,2,5,10,4,0,3,6,3
166,The Rescuers,1977,1970,Disney,Animation,0.2902720184702488,0.6055401742840072,0.10816371843995465,0.13783300841793522,0.45746002913823086,0.7829877229088167,0.3401643014036315,0.15030430330839434,1,5,10,4,0,2,6,2
167,The AristoCats,1970,1970,Disney,Animation,0.36657099182481157,0.4824829227102896,0.10959735183859043,0.15725818424595372,0.49384767500046856,0.8163142770475801,0.41988042136218917,0.17528332433890983,2,6,10,4,0,3,7,2
168,Robin Hood,1973,1970,Disney,Animation,0.3166705402330687,0.5673030949956162,0.14483494654649753,0.2160233381977632,0.46595447308120597,0.7933787356699692,0.3435121570749796,0.1604214633798193,2,5,10,5,0,2,6,2
169,A Goofy Movie,1995,1990,Disney,Animation,0.6440045524229934,0.0,1.0,0.9999999999999999,0.5016393139627182,0.8274973345468941,0.6699122823520354,0.23917569985323045,5,8,14,9,0,3,8,3
170,Mulan,1998,1990,Disney,Animation,0.3668503450250029,0.603366114714103,0.17289900833670846,0.2595084182406322,0.47030506171781156,0.7966768616876737,0.4128161163740275,0.285150965989387,2,5,10,5,0,2,7,4
171,DuckTales The Movie - Treasure of the Lost Lamp,1990,1990,Disney,Animation,0.29014233645809034,0.6090757126823365,0.13902524793652693,0.15630818946239633,0.44462203537700223,0.7749015641270864,0.3104072885326753,0.15065262226183349,1,5,10,4,0,2,6,2
172,Beauty and the Beast,1991,1990,Disney,Animation,0.32701113751450095,0.676932740490169,0.30734897545638673,0.41215545790273544,0.35500276381338924,0.7117576533908235,0.3566465030039082,0.2790657701250102,2,5,13,6,0,0,6,4
173,The Lion King,1994,1990,Disney,Animation,0.30739521867428166,0.5887788631121769,0.10962936032911064,0.13262512056777542,0.4313384079020622,0.76921752034788,0.38329482442359464,0.16818439861356616,2,5,10,4,0,2,6,2
174,Tarzan,1999,1990,Disney,Animation,0.2850044273062513,0.6294264026077578,0.07632199147950092,0.07322396043461255,0.43823939370504517,0.7740268861334987,0.35131516420015485,0.16420722350789713,1,5,8,4,0,2,6,2
175,Aladdin,1992,1990,Disney,Animation,0.29107408689749725,0.6717435858340974,0.2984349371121833,0.3649628189963985,0.3425026074992096,0.7107968187747596,0.3287871116865718,0.21095725400329454,1,5,13,6,0,0,6,3
176,Pocahontas,1995,1990,Disney,Animation,0.26135694711517005,0.7385560395621766,0.32388640314076944,0.38057548710160516,0.3070644611470227,0.6844116787888259,0.29337470246817565,0.21853049076616488,1,5,13,6,0,-1,6,3
177,The Nightmare Before Christmas,1993,1990,Disney,Animation,0.4574009172420012,0.4681580318542866,0.0808895072528969,0.2310945135745145,0.6142957244003249,0.8950780154509536,0.5358493237264526,0.3300845390301056,3,6,8,5,3,5,8,4
178,The Rescuers Down Under,1990,1990,Disney,Animation,0.28427882151073847,0.6171683917661883,0.09079425888486903,0.11346673644964178,0.44011441890227765,0.7704188504236525,0.3063056271862835,0.14775891816743314,1,5,10,4,0,2,6,2
179,The Hunchback of Notre Dame,1996,1990,Disney,Animation,0.36747873630597017,0.5349235860689636,0.08963463676649364,0.14678068934252242,0.5055819692374096,0.8309650643662039,0.439029455104627,0.22675476059971017,2,5,8,4,0,3,7,3
180,A Bug's Life,1998,1990,Disney,Animation,0.25917385118676217,0.6571605899682327,0.07813893578881748,0.1063562993241336,0.41444063879779725,0.7484379169169226,0.3000089316969431,0.14120889706063658,1,5,8,4,0,1,6,2
181,Toy Story,1995,1990,Disney,Animation,0.2680594606205824,0.6335299047665046,0.11853112684254785,0.151313663311041,0.4218821473299995,0.7500872839529878,0.30275520008811363,0.13493399463318725,1,5,10,4,0,1,6,2
182,Toy Story 2,1999,1990,Disney,Animation,0.27298566247384576,0.6251154176116192,0.10123538719177905,0.14267903465365073,0.4196151265766622,0.748835051670559,0.3085071079044316,0.13608660754087212,1,5,10,4,0,1,6,2
183,Hercules,1997,1990,Disney,Animation,0.2883589586211276,0.6578879807043903,0.2152051963318531,0.27412308607003255,0.3948332745647572,0.7485847439939365,0.34937551049917126,0.19563605461081796,1,5,12,5,0,1,6,2
184,Snow White and the Seven Dwarfs,1937,1930,Disney,Animation,0.23719728746919955,0.7196911706074052,0.05750931314365715,0.1113715737285429,0.4239232982934667,0.7639366353598382,0.2231577062030461,0.15523773566052987,1,5,8,4,0,1,5,2
185,Night Crossing,1982,1980,Disney,Animation,0.2954314252919046,0.60133755134287,0.04791922027571616,0.07072228592667129,0.4576803166139126,0.7853440298117007,0.32693281469221225,0.15399727977766142,1,5,8,4,0,2,6,2
186,The Devil and Max Devlin,1981,1980,Disney,Animation,0.3285853059254718,0.6045873495083325,0.15387186403458364,0.21368846738441782,0.4362094327197641,0.7798627575257652,0.36645157457580024,0.2167494891679029,2,5,10,5,0,2,6,3
187,Midnight Madness,1980,1980,Disney,Animation,0.2561463218775396,0.6774212441090262,0.12045371306182151,0.14817053330636942,0.42118985924583174,0.7596132975599786,0.3023195827438614,0.15474610832822805,1,5,10,4,0,1,6,2
188,The Journey of Natty Gann,1985,1980,Disney,Animation,0.15928535369202879,0.813737098332016,0.0993782190535718,0.09761103746321464,0.33487210191461714,0.6701466609301193,0.17784098438761875,0.10635145838057002,0,9,10,4,0,-1,5,1
189,Cheetah,1989,1980,Disney,Animation,0.31667752176558056,0.578772712425625,0.08950762858949912,0.10393922787310361,0.4460967619732947,0.7820726900343283,0.3792904283553459,0.1743602455588996,2,5,8,4,0,2,6,2
190,Something Wicked This Way Comes,1983,1980,Disney,Animation,0.730800178656877,0.347310544114682,0.13617199239330047,0.4346625260514857,0.836517947613175,0.9027797226336414,0.6752705272541855,0.7735268370226543,6,6,10,6,7,6,9,11
191,Honey I Shrunk the Kids,1989,1980,Disney,Animation,0.22522336288127437,0.7155437333144263,0.09923951491121641,0.10454042764266103,0.4076443318069364,0.7410060257625444,0.26988027296897743,0.1345665587825833,1,5,10,4,0,1,6,2
192,Return to Snowy River,1988,1980,Disney,Animation,0.2797750767964242,0.6390517007260312,0.08049732278594646,0.09385857611742932,0.46054528510285797,0.7904450941110772,0.33961352256249244,0.16303816807526184,1,5,8,4,0,2,6,2
193,The Last Flight of Noahs Ark,1980,1980,Disney,Animation,0.26897123240787973,0.658058189665069,0.10173429669568756,0.0985723532656928,0.429648153626485,0.7673409622089122,0.29720312253630765,0.15836542081016744,1,5,10,4,0,1,6,2
194,Flight of the Navigator,1986,1980,Disney,Animation,0.5775169651361268,0.3930027694665261,0.15627175805300608,0.32731368709519937,0.677622302732558,0.8912940096026521,0.6419678977190053,0.4803569268538986,5,6,10,5,4,5,8,7
195,Tex,1982,1980,Disney,Animation,0.2786171600245548,0.6782584776725802,0.07901535377467783,0.11962426427238582,0.44467044581187076,0.7855074222244038,0.2970388552661771,0.19307738920666825,1,5,8,4,0,2,6,2
196,Popeye,1980,1980,Disney,Animation,0.2972215436324078,0.6237690954101964,0.14148885135541067,0.17446582631483676,0.43103580621872967,0.7728915567618686,0.3633665160588284,0.18087643747529877,1,5,10,4,0,2,6,2
197,Condorman,1981,1980,Disney,Animation,0.35198102491341654,0.5134303540828542,0.14926523662338897,0.14536162515559414,0.44629168781258266,0.7822615203044322,0.43575559419596377,0.18058012455407846,2,6,10,4,0,2,7,2
198,Herbie Goes Bananas,1980,1980,Disney,Animation,0.32682097200521354,0.552353465369662,0.12052321267387789,0.1479958562239886,0.45109527100449,0.7836696489156239,0.37601606913576124,0.16711145439242475,2,5,10,4,0,2,6,2
199,Never Cry Wolf,1983,1980,Disney,Animation,0.6337262665829142,0.18255368161626384,0.16650926346327777,0.28688621841588635,0.7018239449586547,0.9474935195116523,0.7782342194807785,0.4072722273560895,5,7,10,5,5,7,9,6
200,The Watcher In The Woods,1980,1980,Disney,Animation,0.27854142059098114,0.6371531727016282,0.08037376071418478,0.06028086295096602,0.4392288188547949,0.7733647429000593,0.29304337145193937,0.15515828705870383,1,5,8,4,0,2,6,2
201,Return to Oz,1985,1980,Disney,Animation,0.30747561126203704,0.5748938831620838,0.07292852904786795,0.06900575551511368,0.4329767423627383,0.7654890904788461,0.3988427381488753,0.15727709455418762,2,5,8,4,0,1,7,2
202,One Magic Christmas,1985,1980,Disney,Animation,0.26751256057220263,0.6791162627074288,0.09134670529003741,0.1334969398758623,0.43746005957735246,0.7776655168953907,0.25171694977910763,0.17153747768388541,1,5,10,4,0,2,6,2
203,The Legend of Lobo,1962,1960,Disney,Animation,0.6474207303445083,0.34114374634003264,0.18882101358951764,0.39379287085127623,0.6844808506308345,0.8639259536835289,0.6648878948178101,0.5550288024501716,6,6,12,6,4,4,8,8
204,The Happiest Millonaire,1967,1960,Disney,Animation,0.2847975467625798,0.6085059231684231,0.14997911832740718,0.1656668695275244,0.3995490327485382,0.7369091880747283,0.34414585791224617,0.14411682983801613,1,5,10,4,0,1,6,2
205,Son of Flubber,1963,1960,Disney,Animation,0.4075122559922161,0.4711044715263939,0.11113805523568787,0.17321265595136015,0.5450981980332968,0.8596872707475918,0.4832725327926557,0.24157267983455508,3,6,10,4,2,4,7,3
206,Smith,1969,1960,Disney,Animation,0.30017673150219815,0.6291264161751462,0.13689153470813187,0.18449037113047062,0.46025146587743093,0.7960975526030106,0.34498448632772205,0.1890016220761048,2,5,10,4,0,2,6,2
207,The Gnome-Mobile,1967,1960,Disney,Animation,0.3405989363057872,0.5798784055738548,0.1646793050648776,0.19570218794770444,0.46742412977817677,0.8028846982327229,0.41752825303210717,0.21985398192434047,2,5,10,5,0,3,7,3
208,The Moon-Spinners,1964,1960,Disney,Animation,0.29706496626188905,0.6240023231709975,0.12495575352009747,0.13362954932317128,0.4380387416403502,0.778043146623092,0.36571400135492993,0.18105369787898054,1,5,10,4,0,2,6,2
209,The Love Bug,1968,1960,Disney,Animation,0.34325302574117417,0.5699664020747659,0.07728945648491614,0.09405923074199773,0.4811303817507039,0.8129365522536687,0.4042763325115222,0.21387984605360347,2,5,8,4,0,3,7,3
210,Pollyanna,1960,1960,Disney,Animation,0.4004169587757016,0.5604990687160143,0.17261195306507637,0.25421931286963195,0.4935927148035425,0.8094855928888924,0.47750123549922463,0.31032933636461857,3,5,10,5,0,3,7,4
211,Bon Voyage,1962,1960,Disney,Animation,0.3496049474508931,0.5661738614482554,0.09417481066473765,0.13030732581131776,0.4927162856276406,0.8215111976176672,0.3966661133941395,0.22036387393215154,2,5,10,4,0,3,7,3
212,The Absent Minded Professor,1961,1960,Disney,Animation,0.35545804551409405,0.5291869893445331,0.09582743837526475,0.12901215989569292,0.4970943845488251,0.8235641917521107,0.4417358432631765,0.20150315126633472,2,5,10,4,0,3,7,3
213,Thomasina,1963,1960,Disney,Animation,0.3010398326515431,0.6481640537013664,0.04978528353626244,0.09194302079552286,0.4571428349644889,0.7952504997058639,0.33253206080338027,0.2066638858606791,2,5,8,4,0,2,6,3
214,Babes In Toyland,1961,1960,Disney,Animation,0.3890128233968334,0.6362416456756206,0.4255368268549782,0.557292381677387,0.3679915527501148,0.7015667717132492,0.4474610175794864,0.35648516322673846,3,5,14,7,0,-1,7,5
